"onset" "subj" "trial"
"2616" -132 19 1058
"2617" 288 19 1058
"2618" 336 19 1058
"2619" 416 19 1058
"2620" 384 19 1059
"2621" 16 19 1060
"2622" 336 19 1060
"2623" 52 19 1061
"2624" -308 19 1062
"2625" 420 19 1062
"2626" -232 19 1063
"2627" -168 19 1063
"2628" -168 19 1063
"2629" 32 19 1063
"2630" 320 19 1063
"2631" -104 19 1064
"2632" 356 19 1064
"2633" -116 19 1065
"2634" 308 19 1065
"2635" 300 19 1066
"2636" 564 19 1066
"2637" 40 19 1067
"2638" 352 19 1067
"2639" -336 19 1068
"2640" 12 19 1068
"2641" 364 19 1068
"2642" 292 19 1069
"2643" 296 19 1069
"2644" 584 19 1069
"2645" -280 19 1070
"2646" 380 19 1070
"2647" -20 19 1071
"2648" 268 19 1071
"2649" 68 19 1072
"2650" 448 19 1072
"2651" -316 19 1073
"2652" 252 19 1073
"2653" -228 19 1074
"2654" 356 19 1074
"2655" 576 19 1074
"2656" -72 19 1075
"2657" 424 19 1075
"2658" -88 19 1076
"2659" 448 19 1076
"2660" 580 19 1076
"2661" 340 19 1077
"2662" -200 19 1078
"2663" 432 19 1078
"2664" 308 19 1079
"2665" 592 19 1079
"2666" -208 19 1080
"2667" 336 19 1080
"2668" 336 19 1080
"2669" -80 19 1081
"2670" 284 19 1081
"2671" -20 19 1082
"2672" 536 19 1082
"2673" 596 19 1082
"2674" -360 19 1083
"2675" 292 19 1083
"2676" -352 19 1084
"2677" -164 19 1084
"2678" 284 19 1084
"2679" -40 19 1085
"2680" 276 19 1085
"2681" 400 19 1085
"2682" -108 19 1086
"2683" 264 19 1086
"2684" -216 19 1087
"2685" 288 19 1087
"2686" 580 19 1087
"2687" 280 19 1088
"2688" 560 19 1088
"2689" -216 19 1089
"2690" 296 19 1089
"2691" -380 19 1090
"2692" 248 19 1090
"2693" 312 19 1090
"2694" -180 19 1091
"2695" 528 19 1091
"2696" -56 19 1092
"2697" -248 19 1093
"2698" 104 19 1093
"2699" 532 19 1093
"2700" -240 19 1094
"2701" 84 19 1094
"2702" 404 19 1094
"2703" -308 19 1095
"2704" 68 19 1095
"2705" 352 19 1095
"2706" 600 19 1095
"2707" 372 19 1096
"2708" 60 19 1097
"2709" 436 19 1097
"2710" -132 19 1098
"2711" 436 19 1098
"2712" 268 19 1099
"2713" 528 19 1099
"2714" -116 19 1100
"2715" 324 19 1100
"2716" 360 19 1100
"2717" 460 19 1100
"2718" -184 19 1101
"2719" -68 19 1101
"2720" -124 19 1102
"2721" 344 19 1102
"2722" -116 19 1103
"2723" 208 19 1103
"2724" 476 19 1103
"2725" 260 19 1104
"2726" 568 19 1104
"2727" -16 19 1105
"2728" 348 19 1105
"2729" -376 19 1106
"2730" 4 19 1106
"2731" 364 19 1106
"2732" -112 19 1107
"2733" 300 19 1107
"2734" -320 19 1108
"2735" -80 19 1108
"2736" 412 19 1108
"2737" -112 19 1109
"2738" -268 19 1110
"2739" 548 19 1110
"2740" -236 19 1111
"2741" 276 19 1111
"2742" -216 19 1112
"2743" -192 19 1112
"2744" -112 19 1112
"2745" 244 19 1112
"2746" 524 19 1112
"2747" -48 19 1113
"2748" 360 19 1113
"2749" 508 19 1113
"2750" 248 19 1114
"2751" -128 19 1115
"2752" -304 19 1116
"2753" 108 19 1116
"2754" 340 19 1116
"2755" -344 19 1117
"2756" 84 19 1117
"2757" 564 19 1117
"2758" -276 19 1118
"2759" -4 19 1118
"2760" 396 19 1118
"2761" 336 19 1119
"2762" 264 19 1120
"2763" -316 19 1121
"2764" -44 19 1121
"2765" 304 19 1121
"2766" 532 19 1121
"2767" 32 19 1122
"2768" 380 19 1122
"2769" -280 20 1123
"2770" 52 20 1123
"2771" -248 20 1124
"2772" -252 20 1125
"2773" 488 20 1125
"2774" -116 20 1126
"2775" 312 20 1126
"2776" -164 20 1127
"2777" -132 20 1127
"2778" 488 20 1127
"2779" 488 20 1127
"2780" 488 20 1127
"2781" 588 20 1127
"2782" -208 20 1128
